Date,BCE.TO,RCI.B.TO,TRI.TO,QBR.B.TO,TCL.A.TO,CCA.TO,T.TO
2017-09-20,0.000848778,-0.00046431,0.006415786,0.000851597,-0.002598819,-0.015943789,0.002240448
2017-09-21,-0.000509535,0,0.001242943,0.000851378,-0.011591081,-0.008068087,-0.002464574
2017-09-22,-0.0044237,-0.013094483,0.004955693,-0.002982442,0.005999463,-0.006320372,-0.005172732
2017-09-25,-0.008391206,0.000156737,0.001411454,-0.005562757,-0.002995337,0.001583607,0.000676387
2017-09-26,-0.002927926,-0.003772353,-0.005125903,0.000857951,-0.009039484,-0.001810259,-0.00045073
2017-09-27,0.00172335,0.012208592,0.016869087,-0.001286947,-0.022963228,0.020956531,0.013434849
2017-09-28,0.004980781,-0.002024446,-0.011390548,0.002143603,0.0092486,0.009492389,0.001333799
2017-09-29,0.001540587,0.002957323,0.008948208,0.004274686,-0.003097167,0.010816981,-0.003114401
2017-10-02,0.002903823,0.001553228,0.003661234,0.004681034,0.030548402,0.005959055,0.000890637
2017-10-03,-0.000511972,0.000620605,0.001739024,0.006980395,0.001127708,0.002804647,0.001779504
2017-10-04,0.001534716,-0.00155211,0.005716621,-0.000632426,-0.003386739,0.011140989,-0.00155671
2017-10-05,0.001192063,0.006193925,-0.00103679,-0.005075369,0.005638296,0.001064749,-0.002451392
2017-10-06,-0.002385354,0.003236282,-0.002597287,0.006550842,-0.001125378,-0.00790561,0.00156065
2017-10-10,0.003745815,0.012690478,-0.000173582,0.005460954,0.012677394,0.002142553,0.001113061
2017-10-11,0.000849379,0.004547659,0.000693492,-0.007147358,-0.012677394,-0.00353833,0.001334392
2017-10-12,-0.003572154,-0.000908032,0.001904245,-0.006986608,0.007849173,-0.009713919,-0.004231078
2017-10-13,0.007300901,0.015919037,0.010494737,-0.00404438,-0.013116392,-0.004892528,0.004009056
2017-10-16,-0.004068242,0.001190632,0.013092185,0.008496089,-0.00037713,0.004024524,0.000666282
2017-10-17,0.008794133,0.005934845,0.016584486,0.017194696,-0.006435793,0.002818328,0.003547781
2017-10-18,-0.006080037,-0.01115655,-0.014559745,0.01013558,0.00227617,0.002918477,-0.003103354
2017-10-19,0.001354146,-0.012039271,0.008059267,-0.003711385,0.004536752,-0.003893256,-0.001555266
2017-10-20,0.002197229,0.012786916,0.006168309,-0.004347373,-0.000754663,0.004432637,0.001110839
2017-10-23,0.000337375,0.00358105,-0.001164131,0.004140848,0.01014111,0.001401387,0.007744221
2017-10-24,-0.002703741,0.003864945,0.002160704,-0.003725883,0.011517834,-0.008329194,0.007684709
2017-10-25,0.003547176,-0.003567284,0.003976909,0.000207344,-0.010024393,-0.010043881,0.029737625
2017-10-26,0.001684545,0.002676706,0.006921662,-0.003739139,0.010024393,-0.002306548,-0.000637545
2017-10-27,0.002353769,0.003409716,-0.009737036,0.000832052,0.038055,-0.006731042,-0.008319906
2017-10-30,0.000335715,0.002069698,0.000331599,0.00663215,0.008498561,0.018864241,0.0034216
2017-10-31,0,-0.011437095,0,0.005561998,0.009824419,0.007684617,-0.002564941
2017-11-01,-0.001512051,-0.007196465,-0.057489855,0.000410582,0.009383476,-0.011930814,0.003418791
2017-11-02,0.016507282,-0.004524212,0,-0.000410582,0.011691747,0.010420114,-0.007279226
2017-11-03,0.001817597,0.001208548,-0.001054088,-0.002880469,0.004774941,-0.02117076,-0.001505102
2017-11-06,0.001649353,-0.00045296,-0.001759501,0.002880469,-0.019237772,-0.062224837,0.001935017
2017-11-07,0.005095584,0.00737332,0.001759501,-0.007629458,-0.013268458,-0.000704781,0.009192877
2017-11-08,-0.005919967,-0.001650548,-0.010247768,0.012547537,-0.028884129,0.002932216,0.002125907
2017-11-09,0.002800038,-0.000600731,0.004606869,0.016622879,0.011868722,0.016492801,0.009090053
2017-11-10,0.006066834,0.00120123,-0.002477809,-0.017645639,0.001785732,0.00207118,0.01979393
2017-11-13,0.001470284,0.000900138,-0.001063785,0.007339707,0.00391812,0.006074206,0.000413025
2017-11-14,0.004885338,0.011776119,0.002657499,-0.007134974,0,-0.0002285,-0.00289149
2017-11-15,-0.000649897,0.001036883,0.000639492,-0.006568266,-0.013600694,-0.004549426,-0.006848789
2017-11-16,-0.000487822,0.007668707,0.001780841,0.01552972,0.001800225,0.025528785,0.002080242
2017-11-17,0.003733371,0.006150822,-0.001780841,0.007674917,0.003232171,0.008403805,0.007247012
2017-11-20,0.000971774,0.012910936,0.001780841,-0.001207827,-0.006114109,0.010434012,0.004939586
2017-11-21,-0.001782261,0.002878829,0.001244895,0.008425686,0.017167951,0.037920385,0
2017-11-22,-0.001785164,-0.01564365,-0.004809755,-0.011249938,-0.004620574,-0.02584675,-0.006384488
2017-11-23,-0.000812595,-0.000584119,0.009773213,0.000727745,-0.005716623,0.005114339,0.002063813
2017-11-24,0.003570482,0.002334415,-0.002833175,0.004838592,0.006072614,-0.003697264,0.005756444
2017-11-27,0.009030767,0.002910381,0.003363648,-0.021549848,-0.010381356,-0.010513422,0.00020539
2017-11-28,-0.004343896,-0.008463439,0.009673687,0.005737619,-0.009763002,0.01192881,-0.00534325
2017-11-29,-0.005335163,-0.012385946,-0.002277807,0.002856681,-0.006196668,-0.005454502,-0.009940154
2017-11-30,0.000810062,-0.006549764,-0.003163112,0.007712873,0.016319595,0.006976366,-0.007730054
2017-12-01,-0.004870804,-0.010508696,-0.004939968,-0.007712873,-0.016319595,0.001845117,0.000419409
2017-12-04,0.001788555,-0.008335349,-0.004964581,-0.012713059,-0.011399347,-0.018714865,0.003557379
2017-12-05,0.000649766,-0.004423237,-0.001957071,0.00370767,0.005532043,-0.007763135,-0.004186845
2017-12-06,0.004536027,0.008372127,0.00337809,0.002053903,0.003304768,-0.026854906,0.010019112
2017-12-07,0.001614646,-0.003492558,0.003543562,-0.008654315,-0.010317141,0.030633108,0.008273049
2017-12-08,0.004990213,-0.005993731,0.007751973,0.018048079,0.019802572,-0.002776982,0.001767553
2017-12-11,0.005125073,-0.003397329,0.000876912,-0.013093568,0.002176524,-0.011296875,0.00559436
2017-12-12,-0.000319554,0.002626216,-0.00017515,-0.003713691,-0.01092924,0.002808391,0.000413062
2017-12-13,0.00350929,0.003541889,-0.005980458,-0.000413616,-0.026351421,-0.001459508,0.003710509
2017-12-14,-0.006334345,-0.002154472,-0.001412665,-0.00289888,-0.018983262,-0.015851747,-0.012839373
2017-12-15,-0.00552664,-0.00897566,0.005286314,-0.007911999,-0.006922979,-0.008596457,0.000416846
2017-12-18,-0.002448049,-0.000777664,-0.011311507,0.000418011,-0.006194296,-0.002189455,0.003950495
2017-12-19,0.002122024,0.004036708,-0.004810702,-0.013462446,-0.001943576,0.021570003,-0.003742194
2017-12-20,-0.015279766,-0.002171383,-0.002145519,-0.005095569,0.016210423,-0.017195652,-0.008576708
2017-12-21,-0.002154897,-0.002487748,-0.010254682,0.00974367,-0.022064189,0.021701866,-0.001050637
2017-12-22,0.001989041,-0.001401897,-0.001266497,0.000421535,-0.018566767,-0.013807716,0.003778044
2017-12-27,-0.007145807,-0.00062376,-0.004173093,0.001263391,-0.007202615,-0.011922628,-0.002307007
2017-12-28,0.001666302,-0.001873542,-0.005469683,-0.002106589,-0.016194862,-0.008686954,-0.000840238
2017-12-29,0.005314043,0.000937305,0.001644101,-0.000421791,0.013782044,0.006031148,0.000840238
2018-01-02,-0.009819543,-0.014943362,-0.000730403,-0.00253504,-0.002418095,0.003578612,-0.004841709
2018-01-03,-0.004022442,-0.000951288,0.002918167,-0.000423241,0.004059766,-0.01088993,0.002107823
2018-01-04,-0.001007698,-0.007163974,0.002546262,-0.002542207,-0.005280979,-0.002332732,-0.004431801
2018-01-05,-0.00810185,-0.000799272,-0.002728357,-0.008521446,0.002034284,0.00431032,-0.003177591
2018-01-08,-0.003054674,0.006534412,-0.00364977,0.004695774,-0.00939355,0.019570392,-0.002974897
2018-01-09,-0.004429047,0.001428835,0.003467573,-0.003413035,0.015876486,-0.002168216,-0.009407695
2018-01-10,-0.004792237,-0.009723678,-0.000546561,0.000854668,-0.006482937,-0.025807314,0.000643997
2018-01-11,0.002569912,-0.001282097,-0.011734791,-0.000427167,0.005674788,-0.032891376,0.003643103
2018-01-12,-0.008937774,0.001122123,0.00221083,0.011467328,0.003631233,-0.024901662,0.006609265
2018-01-15,0.003275204,-0.003530911,-0.003133279,0.014256228,-0.007275699,-0.017668429,0.000849748
2018-01-16,-0.006214353,-0.00855744,0.000553429,-0.004590261,0.006067011,-0.014132387,-0.003829077
2018-01-17,0.000519267,0.005498274,0.000922123,0.006669296,-0.000806844,-0.006560586,0.002341557
2018-01-18,0.000345661,0.003862825,-0.000553103,-0.006669296,0.00483122,-0.004657119,-0.004688899
2018-01-19,0.004488578,0.00416774,0.006617514,-0.000836649,0.007202527,0.01019119,0.002133913
2018-01-22,-0.0003446,0.001598692,-0.007170923,-0.004615148,0.024420163,0.008690261,0.000213429
2018-01-23,-0.005528785,-0.01027457,-0.008524896,0.013366846,-0.003898272,-6.37657E-05,-0.009206916
2018-01-24,-0.009049868,-0.017088968,0.000743916,0.008676307,-0.007843241,0.007906022,-0.00604089
2018-01-25,0.012163586,-0.009566208,-0.001674874,0.001643725,-0.003945,0.004056372,-0.001732818
2018-01-26,0.003276139,0.007594604,0.010009263,-0.003702898,-0.001978379,-0.006217951,0.006912747
2018-01-29,-0.011078539,-0.022286008,-0.011687296,-0.010775332,-0.002379048,-0.019148925,-0.01169311
2018-01-30,-0.004361186,0.005701948,0.068158887,-0.009208649,-0.01640997,-0.010565215,-0.000218184
2018-01-31,0.005578833,0.003838648,-0.074899155,0.009208649,0.003625381,-0.000786992,0.008893013
2018-02-01,-0.008029213,-0.007692395,-0.003952948,0.012010944,-0.009696803,-0.000262723,-0.017645672
2018-02-02,-0.012166396,-0.008598148,-0.008143461,-0.02248212,-0.014724356,-0.00632056,0.001317867
2018-02-05,-0.004444752,-0.020354823,-0.017068087,-0.007607765,-0.012438045,-0.004236455,-0.003738198
2018-02-06,-0.005180894,-0.001729518,-0.019137472,-0.000424347,0.011200942,0.017750775,0.00307966
2018-02-07,0.015639072,0.001210778,0.006681211,0.002966554,0.010669062,-0.009559034,-0.005285289
2018-02-08,-0.008500156,-0.019024741,-0.020378801,-0.014922128,-0.003680345,-0.019665864,-0.006423872
2018-02-09,-0.00731797,0.002815625,-0.008631955,-0.010362719,-0.021532796,-0.000402696,-0.002224466
2018-02-12,0.014406482,0.005781823,0.017190234,0.013793417,0.014131447,0.006823277,0.007764495
2018-02-13,-0.010651789,0.002965519,-0.005564264,-0.003430699,-0.004549607,-0.009243028,-0.011558048
2018-02-14,-0.007164288,-0.004888939,0.00059752,-0.004304876,0.005374759,-0.026729659,-0.010111483
2018-02-15,-0.001079329,0.016836016,-0.001793931,0.015835872,-0.008697355,0.017401337,0.020564121
2018-02-16,0.0053842,-0.00362109,0.005570906,0,-0.001248604,0,0.003313107
2018-02-20,-0.001253985,-0.00363425,-0.00238414,0.016842562,0.023462762,-0.013263173,0.004619974
2018-02-21,0.005718658,0.010005401,0.011627942,0.010797411,0.011326874,0.008224514,0.018484558
2018-02-22,-0.004106791,-0.00343888,-0.003577206,-0.005799663,-0.012141166,-0.01402255,-0.004967555
2018-02-23,0.007309139,0.009940157,0.00496472,-0.000415382,-0.003671282,-0.001523855,0.00840905
2018-02-26,0.007255829,0.002384645,0.007303203,-0.003330424,-0.004915878,-0.018331443,0.003430154
2018-02-27,0.004398786,-0.002043541,0.003141397,0.012432882,0.010621063,0.024138112,0.000213904
2018-02-28,-0.016997683,-0.014423263,-0.00886107,-0.011182655,-0.018868657,-0.003037652,-0.009026577
2018-03-01,-0.00375691,-0.000346145,-0.004956747,-0.009625514,0.053217051,-0.001245162,-0.001296172
2018-03-02,0.005362848,0.010155858,0.00673519,0.002519935,0.043033881,0.01197287,0.00968061
2018-03-05,0.007106042,0.005295326,0.012751526,0.012505244,0.007493591,0.005320806,0.005763539
2018-03-06,0.002475274,0.003740571,-0.00429767,0.009482795,0.016657743,0.021538083,0.001914128
2018-03-07,-0.000883181,-0.000508995,-0.005890427,-0.003699804,0.005491434,-0.013137174,0.002969849
2018-03-08,0.006518083,0.004405175,0.014273389,0.015529558,-0.008064329,-0.002837592,-0.000107027
2018-03-09,-0.00087839,-0.002389138,0.004841576,-0.017591327,-0.012220397,-0.011431747,0.000856295
2018-03-12,0.004209088,-0.002566259,0.003856682,-0.007872022,0.000744992,-0.017535713,-0.003000161
2018-03-13,0.004365656,0.001369422,-0.004436293,-0.012979194,0.001488118,-0.00656849,-0.000429084
2018-03-14,-0.005932497,0.001709155,-0.006594182,0.026202325,0.008513816,0.001121274,-0.000644345
2018-03-15,0.000710164,0.003069211,0.003690336,0.003687628,0.004780271,-0.001542042,0.00685094
2018-03-16,0.001773343,-0.000340538,-0.010328678,-0.022751653,0.002198591,-0.013273057,-0.007925637
2018-03-19,-0.002839112,-0.010098316,0.00332457,0.017009668,-0.012152589,0.001704191,-0.006689016
2018-03-20,-0.003024795,0.008393822,0.012996088,-0.00288404,0.011420145,0.000142074,0.002378928
2018-03-21,-0.008951347,-0.004273936,-0.018084864,-0.01036696,-0.006983741,-0.004265985,-0.009112755
2018-03-22,-0.007762506,-0.017629332,-0.016221879,-0.012161958,-0.028434663,-0.012762333,-0.013826666
2018-03-23,-0.011849657,-0.019011119,0.001992329,0.012578453,-0.016197735,0.003025887,-0.014917344
2018-03-26,-0.004226553,0.00142065,0.004963538,0.016939103,0.001941997,0.004736983,-0.006074833
2018-03-27,0.009530732,0.006015506,-0.01657542,0.003272047,-0.024750628,-0.009351767,0.005850563
2018-03-28,0.00889881,0.009131001,0.002212549,-0.000490704,0.010682693,0.013353431,0.009379344
2018-03-29,0.002347403,0.005751676,0.000401842,0.007335304,0.001572788,0.006114412,0.00554138
2018-04-02,-0.008331776,-0.011009258,0.002407196,-0.00406832,0.092627771,0.001558545,-0.008434955
2018-04-03,-0.010237859,-0.005462032,-0.002206435,0.001629016,-0.061296562,0.012098989,-0.009856837
2018-04-04,0.007688293,0.014383627,0.01356225,0.014144395,0.006074286,0.005856379,0.00538847
2018-04-05,0.003458754,0.026805747,0.007303203,-0.000401133,-0.00417229,0.002638119,0.01179737
2018-04-06,-0.008577547,-0.009540175,-0.003349191,0.000802676,0.012089278,0.001661948,-0.005770122
2018-04-09,0.001282278,-0.005492848,0.002758767,0.005200943,-0.00338525,-0.000830973,0.002223343
2018-04-10,-0.003667972,-0.008295662,-0.008100294,-0.009220351,0.009002379,-0.034245235,-0.002446104
2018-04-11,0.001285441,-0.00434842,-0.02368633,-0.008493323,-0.004866224,-0.014004506,0.00089045
2018-04-12,-0.003676557,-0.012452899,0.008696442,-0.011849148,0.001874597,-0.004955565,-0.0089366
2018-04-13,-0.007579297,0.001763319,-0.003024896,-0.009498318,-0.008651795,-0.028003924,-0.002471816
2018-04-16,0.005366795,0.008246386,-0.000202212,0.003314007,-0.003026768,-0.000451006,0.002920347
2018-04-17,-0.006666796,-0.007718075,0.018613713,-0.002898854,0.004914049,0.010468185,0.001344926
2018-04-18,0.001300001,0.007892834,0.003562775,-0.002076112,0.008261167,0.00519349,0.006252693
2018-04-19,-0.015144684,0.012327638,-0.004356317,0.006627836,-0.005249111,0.001922081,-0.003791504
2018-04-20,0.006946288,0.056851522,0.003763263,-0.009125002,0.006744086,0.00647809,0.007569221
2018-04-23,0.00336195,0.000325936,0.008661539,0.012422714,0.001492388,0.007893705,0.002879014
2018-04-24,0.001677084,-0.006868016,0.003521914,-0.014508155,0.000372813,-0.002040721,-0.005543956
2018-04-25,0.007603087,-0.004440805,-0.005287521,0.000834639,0.016633176,-0.003753269,0.009956815
2018-04-26,0.009743553,0.011145955,0.009769633,0.014085058,0,0.012893727,0.010948045
2018-04-27,0.006746377,-0.007690539,0.005042867,0.003285134,-0.002936915,0.003923291,0.001740736
2018-04-30,-0.009861369,-0.004444653,-0.001161751,-0.018622313,-0.005899432,-0.008007725,-0.001087321
2018-05-01,-0.000367036,0.003129781,0.00019399,-0.005865062,0.015413027,-0.002195028,0.004992832
2018-05-02,-0.010148744,-0.005111515,-0.008947993,-0.002523981,0.006895266,-0.00897665,-0.003687979
2018-05-03,-0.013442809,-0.004473694,-0.014167854,-0.01186493,0.002889284,0.00177232,-0.00326568
2018-05-04,0.002815376,0.007609674,0.003758224,-0.000426254,0.002880667,0.019435097,0.006520557
2018-05-07,0.003181527,-0.004128783,-0.007331584,-0.005130641,0.009305885,-0.001158287,-0.002603088
2018-05-08,0.001120205,-0.003812918,-0.00099511,0.029979293,0.009572644,-0.001305075,-0.001956641
2018-05-09,-0.005614795,0.01451196,-0.005389806,-0.012557467,0.018182684,-0.01108695,-0.000435563
2018-05-10,-0.000375373,0.004084697,0.000600312,0.012973311,-0.005559581,0.009635316,-0.00414517
2018-05-11,0.00971604,0.002768007,-0.037709565,-0.00166476,-0.014742596,0.002611815,-0.000875024
2018-05-14,0.004082666,0.003732981,0.020763489,0.029142531,0.010202753,0.035305937,-0.001751939
2018-05-15,0.003696661,0.001133101,0.004668521,0.019627939,0.014248298,0.025003075,0
2018-05-16,-0.000369206,0.006130115,0.018854046,-0.021247445,-0.004495788,-0.042642474,0.001533048
2018-05-17,-0.001292832,-0.00306037,0.00320444,-0.005281475,-0.007305736,0.011465909,-0.001094937
2018-05-18,0.004057638,0.008833453,-0.000400159,0.010535251,0.003485687,0.001827889,0.000876526
2018-05-22,0.001287703,0.006693126,-0.009850275,0.000402511,-0.013310252,0.004765094,-0.004168313
2018-05-23,0.002203282,-0.004616674,-0.001010791,0.012639581,0.001057151,0.003071519,-0.001320014
2018-05-24,0.002015799,-0.016734281,-0.000201904,0.014252028,0.000704323,-0.016159844,0.000440179
2018-05-25,-0.000549474,0.004533064,0.015055862,-0.004333289,0.00175852,0.008323231,0.007015934
2018-05-28,0,-0.005506883,-0.002993112,-0.002371278,0.007351819,-0.006766451,0.002836419
2018-05-29,-0.005141352,-0.00700841,-0.010042349,0.001581212,-0.001745865,-0.011808995,-0.003710577
2018-05-30,-0.00276529,-0.00016361,0.017210791,-0.005944091,0.015601042,-0.007038066,-0.004602586
2018-05-31,-0.002958081,-0.004590957,0.000198521,-0.00597954,0.005146772,-0.019355478,0.001536062
2018-06-01,-0.000184848,-0.004447009,0.004749518,0.009154387,0.000342104,-0.002943624,-0.000438357
2018-06-04,0.003327455,0.004282698,0.00845382,0.008678491,0.011902878,0.005292014,0.002191566
2018-06-05,0.007355845,0.010952066,0.003907949,-0.002753279,0.009756216,-0.01120476,0.007200069
2018-06-06,-0.003303336,0.003570571,-0.000975688,0.000393797,-0.011109353,-0.009833136,0.003905511
2018-06-07,0.004585144,0.004202846,0.020288647,-0.008302001,-0.004750843,-0.013263088,0.002297225
2018-06-08,0.002375718,-5.8667E-08,0.008760421,0.005542303,0.052024537,0.000758509,-0.000218719
2018-06-11,0.006187559,0.004703636,0.009247926,0.004726312,-0.005828867,0.004084648,0.002183594
2018-06-12,0.003983233,-0.001295207,-0.002633803,0.015981405,0.023432192,0.026374427,0.002178836
2018-06-13,-0.004709121,-0.001134794,-0.002074121,0.006552604,-0.021485489,-0.009753409,-0.001306905
2018-06-14,-0.000276242,0.004692999,0.01405727,0.011839208,0.023387236,0.004444884,0.00738171
2018-06-15,0.001472012,0.006597271,0.003344496,-0.001520232,0.002846007,0.005602293,0.0049629
2018-06-18,-0.006641222,-0.003856551,-0.00074223,0,0.024022262,-0.003386776,-0.002802011
2018-06-19,-0.003522469,-0.004841869,-0.008014477,0.008707677,0.003385083,-0.002659095,0.001294159
2018-06-20,0.003892742,0.005002832,0.006714145,0.007884014,-0.039798376,-0.010556915,0.00236834
2018-06-21,-0.001295957,0.005298353,0.000743195,0.002241464,-0.008024736,-0.005095147,-0.004310264
2018-06-22,0.007198847,0.002878098,0.004447702,0.007434971,-0.007764179,-0.010268843,0.010100163
2018-06-25,-0.01035294,-0.016745063,-0.01153078,-0.01117329,-0.010119227,0.016559104,-0.010748405
2018-06-26,0.002042059,0.015626786,0.003547799,-0.002249824,-0.001313424,-0.008847675,0.012883976
2018-06-27,0.000185493,0.003828997,-0.007108161,-0.000375286,0.011511496,-0.014259884,0.001918331
2018-06-28,-0.008005353,-0.004948469,-0.003196284,0.002999589,-0.003931864,-0.014776357,-0.005123768
2018-06-29,-0.004871591,-0.00080077,-0.000942231,0.007831751,0.002295639,0.009721589,-0.000428041
2018-07-03,0.008044009,-0.004011796,0.003011599,0.019496389,-0.00954424,-0.008791532,-0.005798774
2018-07-04,-0.001491569,0.003531516,0.009911261,0.004361958,0.007248601,-0.003569537,0.000430928
2018-07-05,0.001119058,0.008138381,-0.004289068,0.010822777,-0.010893015,-0.004675134,0.001290875
2018-07-06,0.017002925,0.01826834,0.006705299,0.013542652,0.053945029,0.034843768,0.014090999
2018-07-09,-0.0022016,-0.002656501,-0.000371572,0.00282782,-0.018727682,-0.012600042,-0.001909838
2018-07-10,0.010050399,0.005461698,0.004816734,-0.006018894,-0.012250341,0.015762855,0.008039039
2018-07-11,0.003629729,0.003107352,0.01340085,-0.009992944,-0.011417613,-0.021123729,-0.001898268
2018-07-12,0.014388757,0.016615633,0.013403516,0.003222944,0.003275486,0.085614921,0.013211886
2018-07-13,-0.001250802,0.004719002,0.006098883,-0.003222944,-0.005903454,0.008842704,0
2018-07-16,0.00071502,0.006659408,-0.003942182,0.013184018,-0.014913178,0.001954402,0.003742976
2018-07-17,0.001606535,0.004965794,0.002868611,-0.00461252,0.006655586,-0.010655948,0.000415169
2018-07-18,-0.00554509,0.007179178,-0.005925327,-0.008930132,-0.003322458,-0.013767696,-0.008752186
2018-07-19,-0.001076611,-0.000596216,0.004850449,-0.006840686,-0.001998696,-0.003435941,0.004177417
2018-07-20,-0.006304847,-0.017449266,-0.003950435,-0.002894535,-0.005349349,-0.001866194,-0.006272106
2018-07-23,-0.000903836,-0.00167048,-0.003785345,-0.003629636,0.005349349,0.006587224,-0.002520221
2018-07-24,-0.001447759,-0.004417961,-0.002350719,-0.001819878,0.005321155,0.03077858,-0.004425436
2018-07-25,-0.007089228,-0.01136189,-0.008362088,0.004361958,0.024571161,-0.027263746,-0.006993675
2018-07-26,0.004186956,0.006004345,-0.00292525,-0.008377135,0.001616736,0.005569416,0.000212812
2018-07-27,-0.000363471,0.003829947,-0.006981237,-0.001830711,-0.01071954,0.005538688,0.002972431
2018-07-30,0.000181752,0.00548952,-0.004434643,-0.010683441,0.001957438,-0.005680973,0.001905917
2018-07-31,0.004350919,0.008479622,-0.000370428,0.004065811,0.008115739,0.005539338,0.006117455
2018-08-01,0,0.000753722,-0.003340152,0.014283396,-0.009746627,-0.009678662,0.002940028
2018-08-02,-0.020284131,0.004959768,-0.004657585,0.005078015,0.023553227,0.009395366,-0.003781396
2018-08-03,-0.000554014,-0.001650699,0.0040997,0.002168429,-0.007361127,0.001557472,-0.006758173
2018-08-07,-0.013949617,-0.000600784,-0.004473401,-0.005793017,0.001283882,-0.009380608,0.003807101
2018-08-08,-0.001124227,0.011800833,0.031625967,-0.019061958,0.018436734,0.002282002,0.001476346
2018-08-09,0.00299553,0.005036435,0.001447094,0.049811389,0,0.006673818,0.00672268
2018-08-10,-0.006000577,-0.00622497,-0.002171227,-0.018479367,-0.003470831,-0.006816215,-0.008832676
2018-08-13,0.001691376,0.004450141,0.01045047,0.00214991,-0.00411696,0.000854402,0.005056943
2018-08-14,0.007668423,0.006785689,0.005362979,-0.002508544,0.003800793,0.003695075,0.011077696
2018-08-15,-0.002051478,0.007470138,-0.000749533,0.011770965,-0.008253689,-0.002414185,0.002905636
2018-08-16,0.00873664,0.011317439,0.009134213,-0.004620339,0.000637214,0.010044409,0.005374102
2018-08-17,0.00406386,0.002305873,0,-0.010025229,0.005084262,-0.001690654,0.008416336
2018-08-20,-0.000552994,-0.00086406,0.005511494,-0.048286389,0,-0.013914435,-0.004917976
2018-08-21,-0.004065934,-0.002163552,-0.003196484,0.005648529,-0.000317112,-0.009914769,-0.000822318
2018-08-22,-0.004268416,-0.016449797,-0.004814226,-0.001879567,0.002849326,-0.000577756,-0.005772943
2018-08-23,-0.00279365,-0.001028167,0.002142605,-0.000942758,0.000948031,-0.011772672,0.006595261
2018-08-24,-0.002988591,0.001321505,-0.003573388,-0.007575889,-0.001263913,-0.007631315,-0.003704624
2018-08-27,0.000934993,0.005268643,0.00285987,-0.002283757,0.007247468,-0.015439845,0
2018-08-28,-0.003181945,-0.00102225,0.030062737,-0.000762788,-0.003144588,-0.007056369,-0.003925036
2018-08-29,0.002995098,-0.002193915,0.005526866,0,0,-0.006196648,0.003512545
2018-08-30,0.002427053,-0.007348849,-0.002069091,0.003426873,0.005653234,-0.009597113,0.001031046
2018-08-31,-0.007486644,-0.002510721,0.001724498,-0.001141107,-0.004394195,-0.00860897,-0.002888957
2018-09-04,-0.012476513,-0.008614493,0.006354833,-0.001142051,-0.024197177,-0.015716495,-0.004556876
2018-09-05,0.011536729,0.005503921,0.002906014,-0.013036954,0.010259443,-0.000627594,0.011558443
2018-09-06,-0.000752339,0.009008284,0.007652291,-0.012427409,-0.053730215,0.002977337,0.007564473
2018-09-07,-0.004526507,-0.002207743,-0.001355935,-0.013375454,-0.09379684,0.002188434,-0.004643057
2018-09-10,-0.000567319,0.006169601,-0.002377738,0.003952647,-0.024323172,-0.000781271,-0.000620605
2018-09-11,0.006973949,0.000438813,-0.006824631,0.026471043,-0.034685373,-0.001250498,0.003924137
2018-09-12,-0.007730701,-0.004841666,0.006144285,0.01297715,0.003913761,0.003435709,-0.007241222
2018-09-13,-0.000480399,0.006496267,0.00965212,-0.002277867,-0.044735846,0.006681771,0.006622826
2018-09-14,-0.000192235,0.001323661,-0.000337077,-0.003426873,-0.020636247,-0.003412919,-0.004133995
2018-09-17,0.010703796,0.003374822,-0.000337191,-0.008041491,-0.007534562,-0.000310834,0.001862364
2018-09-18,0.000570019,0.001171088,-0.001518889,0.006514979,-0.001261203,0.0135867,-0.001241082
2018-09-19,-0.013774799,-0.023687346,-0.009332513,0.001526512,-0.00972324,-0.01094742,-0.02112842
2018-09-20,0.009013427,0.007314088,0.001022424,0.006841775,-0.000849972,0.003868392,0.004009031
2018-09-21,0.00095395,0.004747693,-0.001022424,-0.022989535,0.015189925,0.009988361,0.000631503
2018-09-24,-0.011895589,-0.014461715,0.004083046,-0.002716957,0.000837333,-0.011533863,-0.009515016
2018-09-25,0.003467938,-0.008445185,0.005080531,0.001941705,-0.029726044,-0.004651336,-0.004044653
2018-09-26,0.016595823,0.009346167,-0.000844859,-0.001553181,0.005587731,0.009126882,0.018597446
2018-09-27,0,0.010001861,0.007243139,0.006196799,-0.015693603,0.010111936,0.007093498
2018-09-28,-0.010077138,-0.013308497,-0.010799904,0,0.006132108,-0.013814562,-0.010239154
2018-10-01,0.000763915,-0.008313928,-0.016076813,0.005006983,-0.007010898,-0.0003093,-0.015238338
2018-10-02,-0.001911364,-0.008689702,-0.011095892,0.012218438,-0.019987553,0.002779338,-0.00491732
2018-10-03,-0.00249007,0.008841562,0.056926149,0.008314477,0.007152649,0.002002407,-0.011423493
2018-10-04,-0.002111866,0.008462909,-0.004291422,0.00225538,0.007543574,-0.004936219,-0.001953113
2018-10-05,-0.003658426,0.002104812,0.003796919,-0.000751081,-0.032804193,0.008161891,0.001302348
2018-10-09,-0.01496489,-0.001352449,-0.011434221,-0.0015043,-0.037230862,0.001532768,-0.015300856
2018-10-10,0.006441124,-0.01882262,-0.022416182,-0.004526435,-0.016253033,-0.019171835,-0.015315105
2018-10-11,-0.010168235,-0.012179262,-0.012865612,-0.028765263,0.012452075,-0.001718804,-0.009889745
2018-10-12,0.000589416,0.003252167,0.030436531,0.013526683,0.010416965,0.007788273,0.001128662
